NPI,NDC,Units,UnitCost
8,3092,1044,60.96
4,516,2420,263.35
10,4549,2842,316.09
6,3008,2957,248.25
9,8,1575,384.63
9,116,874,252.8
1,3619,557,25.08
5,1581,2429,60.67
6,86,323,36.81
4,4136,2418,52.64
2,1745,2466,101.51
8,2224,342,170.47
5,337,2428,199.51
5,4947,2428,295.25
5,39,2427,27.04
5,354,2427,255.95
10,1117,2465,469.46
6,1046,1472,494.69
3,201,2408,113.12
3,3828,2408,276.41
10,4915,2607,10.42
9,2925,1068,210.43
4,964,2418,241.35
6,2751,1678,10.51
9,1125,1141,257.15
6,2259,1285,183.08
6,2704,1159,282.81
2,4102,2466,107.62
3,4344,2408,185.01
3,4689,2408,497.2
4,4501,2417,471.39
3,2462,2407,469.48
2,1459,2465,366.77
4,3023,2417,343.55
1,874,558,498.58
4,2340,2417,478.95
2,1160,2464,57.69
5,1593,2426,258.76
6,1774,2011,307.93
2,4340,2464,152.91
7,2839,1198,264.09
7,399,825,379.06
9,1227,2536,240.31
7,182,424,155.8
10,2360,2456,436.07
7,27,2067,64.41
3,2579,2406,323.83
5,3939,2426,152.19
6,1657,1158,108.53
6,3619,2222,124.75
3,959,2406,385.73
7,3192,2149,183.14
4,689,2415,157.2
1,50,558,10.02
4,2366,2415,133.23
7,1686,485,495.58
10,3997,2675,308.11
8,611,1685,449.53
9,3334,2683,57.34
8,153,1846,91.65
3,3219,2405,331.54
10,2517,1647,491.4
2,2561,2462,356.23
6,4630,2312,69.21
3,2390,2405,266.75
5,728,2426,326.92
8,2069,14,442.39
10,493,1817,82.24
3,1184,2405,21.28
7,4318,818,236.46
4,804,2415,293.26
5,4137,2426,295.1
6,3448,2865,353.72
10,2583,836,400.52
3,2999,2404,264.63
5,4102,2426,250.7
1,4850,561,268.19
3,4051,2404,299.05
5,1520,2425,496.19
2,557,2462,377.62
2,3317,2462,251.71
3,2797,2403,395.82
7,886,750,219.99
8,3318,2579,29.81
1,3401,561,441.84
9,728,2119,355.06
5,2434,2425,110.32
5,634,2425,341.07
9,1183,570,219.58
2,4058,2462,476.17
10,2698,1917,387.85
3,1426,2403,63.42
8,4650,0,300.55
2,122,2462,19.66
2,324,2462,81.23
8,4609,1661,204.1
4,1089,2415,153.07
6,2732,1203,499.06
5,255,2425,405.89
8,4272,836,350.96
9,4101,2913,253.9
1,414,564,383.23
8,2028,1060,425.2
2,4449,2462,476.21
1,2472,564,241.83
8,3006,2140,136.6
5,662,2424,338.87
1,3724,565,108.6
4,371,2414,96.97
2,3179,2461,356.75
9,1331,2095,96.07
1,4437,566,173.39
7,947,481,166.76
10,4157,2300,128.17
7,4723,1054,91.25
8,3643,2302,287.72
9,3149,2744,475.55
4,2475,2413,478.18
2,1479,2460,301.14
1,4727,566,487.8
1,2511,567,155.4
5,250,2424,155.55
4,4203,2413,8.66
3,4757,2402,174.43
3,3490,2402,469.9
6,4018,1027,417.97
2,3633,2460,299.89
4,2572,2413,213.18
2,4683,2459,434.25
4,2287,2413,115.7
2,537,2458,349.84
2,1690,2456,437.31
8,1104,1548,238.27
6,2548,1351,23.56
5,4185,2423,446.75
3,4139,2401,370.78
8,1368,370,64.09
3,3466,2401,443.02
4,4992,2413,433.56
3,4626,2400,19.47
6,4366,798,48.07
1,4851,568,234.11
10,3440,2851,438.84
7,1217,2833,398.14
7,4607,458,362.74
4,441,2410,194.77
4,1693,2410,419.36
10,4362,2936,71.44
3,4190,2400,212.23
8,2393,2373,110.91
5,1199,2423,438.59
6,2268,1290,258.27
3,61,2400,419.15
7,3429,1123,417
8,3683,1057,94.49
5,2000,2422,277.1
8,3788,339,480.42
8,1883,1526,247.54
6,3947,2984,148.67
2,4251,2456,269.17
2,4801,2455,328.1
6,4679,2331,115.17
1,3501,568,242.76
1,4569,568,347.6
3,4100,2400,250.27
6,208,1215,318.13
2,3030,2455,25.9
9,3547,450,344.05
9,3877,14,112.72
10,4253,2883,222.64
4,2533,2410,158.36
4,2911,2410,417.76
3,359,2400,125.28
3,47,2398,348.58
7,4832,1774,227.76
9,2779,2114,294.43
2,318,2455,334.31
10,2814,2998,159.96
3,3625,2398,399.53
8,3696,1572,177.85
4,4431,2409,264.69
4,2159,2409,315.15
5,4633,2422,116.56
8,4963,1330,452.37
8,2079,480,488.14
10,1730,550,55.58
10,4493,2861,202.62
7,3965,164,305.91
6,1405,1544,407.59
5,3801,2421,108.6
10,4698,1830,7.04
10,113,103,65.81
10,2025,745,352.5
6,3702,1104,45.18
4,3815,2408,109.09
5,2947,2421,362.04
6,1453,672,486.11
2,3702,2454,207.88
4,1719,2407,400.78
1,1327,569,134.05
3,1388,2396,239.93
6,704,495,478.99
3,2421,2395,305.52
10,3608,450,472.52
10,914,990,297.71
4,2754,2407,489.42
7,4332,1934,102.08
6,2485,2617,186
3,3681,2394,196.36
7,762,2086,286.85
6,3994,1430,143.25
9,2008,1083,486.81
3,4106,2393,423.04
3,4346,2392,166.86
2,2840,2453,41.11
4,3974,2407,296.53
3,4540,2392,65.66
5,2389,2421,201.23
1,1462,570,374.52
7,4847,2688,181.09
8,3387,779,447.14
8,155,2059,34.59
10,2672,1354,257.85
1,327,570,263.91
6,3780,1519,224.52
9,3176,181,459.45
8,4739,2480,279.38
5,2647,2420,278.65
2,4565,2452,113.84
9,1192,530,294.52
1,1734,571,414.46
3,181,2389,475.27
9,2791,2661,54.98
5,2744,2420,344.49
2,1923,2451,490.03
3,413,2386,467.16
6,2934,2203,254.74
1,343,571,428.89
5,1639,2420,354.12
4,416,2407,20.75
5,3798,2418,194.44
9,3968,1504,142.74
6,809,1805,91.75
3,3365,2385,504.32
8,16,420,261.41
4,2603,2407,460.73
2,3671,2448,487.25
10,3685,2287,6.86
3,4468,2385,300.6
2,1701,2447,281.89
2,1770,2446,436.32
5,3892,2417,35.53
5,2205,2416,421.44
2,1917,2445,138.64
5,1918,2416,176.88
9,1172,2541,219.19
1,3360,571,15.51
9,1361,2293,466.87
6,1977,1493,200.09
9,1919,2603,109.81
7,28,1706,157.12
8,2042,713,475.59
3,4129,2384,17.23
9,1470,146,270
5,3731,2415,313.32
10,1071,832,235.83
8,3562,2613,46.76
10,1784,350,169.29
10,719,2251,358.77
6,4084,2060,124.5
2,3807,2444,254.84
1,4825,572,271.59
4,2239,2407,264.81
3,3775,2383,232.27
9,3780,1065,489.36
8,1506,889,115.18
7,2216,2065,503.23
9,2316,1566,230.95
1,2952,572,99.91
1,1047,573,485.07
1,984,573,56.1
2,3488,2443,163.68
2,241,2443,197.39
2,2757,2442,327.03
3,2943,2382,457.42
9,3539,1979,300.89
6,3447,2734,104.05
6,1734,2985,39.83
7,4397,1261,163.08
10,797,404,425.35
6,2713,1412,247.41
7,4115,408,421.77
9,4720,1484,96.76
7,3583,235,183.59
4,3169,2406,213.94
4,3731,2405,472.83
5,2347,2414,310.36
1,274,574,66.38
6,3536,1037,396.56
3,2082,2382,37.45
6,1420,2163,312.7
1,176,575,121.48
6,3173,1274,248.36
2,1781,2440,313.01
2,4901,2440,146.73
5,989,2413,460.8
3,2808,2381,244.71
8,2551,1383,499.7
3,4864,2381,401.51
10,4007,381,277.05
1,3909,575,422.88
9,4621,41,269.23
2,448,2440,474.01
5,1779,2413,221.71
3,2297,2379,467.07
2,383,2440,152.77
3,2890,2379,219.6
1,4847,576,243.23
1,1425,579,390.47
2,327,2439,69.75
8,806,2509,116.46
2,472,2438,101.78
4,856,2405,157.59
8,2517,1582,18.29
4,3426,2405,88.14
10,11,359,486
2,3029,2438,227.15
8,1637,687,149.85
7,2795,2893,176.25
6,4267,1192,432.54
5,2454,2412,188.23
8,900,2914,351.9
6,2414,915,363.12
6,162,1936,163.38
6,4062,2650,185.32
5,971,2412,470.57
7,2490,59,113.08
2,3484,2438,128.41
7,807,1422,68.73
1,1571,579,455.91
6,1820,2728,69.93
8,130,506,484.82
7,1524,741,79.17
2,599,2438,235.4
9,62,582,436.87
10,2944,290,177.91
3,2163,2379,474.78
2,3512,2437,52.44
10,3860,124,498.64
2,2612,2437,363.35
3,2503,2379,448.14
2,1601,2437,493.02
9,635,2414,362.36
5,545,2411,502.36
4,667,2404,93.29
9,3124,573,116.26
6,2849,988,193.71
6,1913,2397,132.84
7,1211,1597,68.59
1,3114,580,274.67
2,427,2437,462.63
5,959,2411,92.45
7,1027,1584,23.75
4,1309,2404,461.62
9,4557,2214,430.17
2,2304,2437,445.63
9,2755,2354,422.97
8,2539,381,245.03
2,4260,2436,230.37
5,3865,2411,53.22
3,931,2379,69.42
2,3613,2435,442.64
7,4353,451,382.16
8,4839,1869,317.45
8,2432,1216,402.24
6,3498,622,176.14
6,4381,1536,448.41
2,569,2434,269.01
9,4127,1735,162.54
6,3223,555,472.84
9,3297,1371,232.19
3,2855,2378,20.33
1,914,580,298.46
8,961,932,115.52
2,2186,2434,208.43
9,2176,382,150.04
8,2778,2618,202.97
10,4606,196,58.49
3,895,2378,348.15
1,4668,580,347.69
4,4823,2404,468.75
4,737,2404,97.11
6,3930,2857,264.76
7,2445,1739,480.5
2,2906,2433,228.53
5,143,2410,471.29
2,4291,2433,446.98
1,702,582,235.51
8,3271,1280,433.55
1,4323,584,92.16
5,2502,2408,168.75
2,1938,2432,69.59
7,4228,840,92.47
3,1156,2377,74.01
9,437,187,266.72
5,4981,2407,433.82
1,4376,585,234.28
1,1382,586,350.04
7,2662,2488,89.6
1,3973,586,207.36
8,2751,1223,440.11
5,4472,2406,354.23
9,1342,2625,242.44
7,1299,1840,295.32
4,1215,2404,29.01
9,2455,2861,116.34
6,453,1939,207.86
3,506,2377,371.64
1,893,587,58.76
3,2153,2377,226.14
7,2356,578,88.44
4,4839,2403,286.62
10,1069,2622,113
9,3694,246,306.37
3,3017,2376,81.32
6,2040,1517,406.14
1,2878,587,143.52
5,3474,2405,56.3
8,4972,700,388.44
6,1460,99,112.59
7,2256,2535,407.47
7,2697,2215,220.25
3,3745,2375,150.06
4,1660,2403,267.36
10,2770,248,408.66
6,4669,2086,473.88
6,1288,1770,28.19
5,2416,2404,480.05
9,1198,1782,417.61
5,1007,2404,10.07
2,2726,2431,159.19
9,3545,137,397.98
10,4205,2108,234.9
6,3766,1434,298.06
2,2872,2430,272.16
1,4120,587,222.11
2,878,2430,437.42
10,2737,1488,246.66
3,172,2374,381.95
1,449,587,200.23
7,848,2412,350.5
6,678,1779,329.93
8,1199,2053,448.65
2,2052,2427,325.44
4,619,2402,498.03
4,1818,2400,141.25
4,4774,2400,294.19
1,2145,587,161.51
2,4202,2427,251.1
9,6,1936,294.65
9,4678,2453,341.97
10,4026,1828,394.63
7,4022,2977,216.19
8,2811,2014,33.23
10,100,2200,157.4
6,2024,1002,317.61
4,2658,2400,210.83
10,545,2810,214.09
8,3719,808,135.06
8,3249,2058,260.03
1,1995,587,414.18
6,2245,919,191.76
2,929,2425,125.98
7,1682,1033,408.84
5,4693,2404,110.76
6,2866,1785,196.09
10,2757,1838,379.57
4,4802,2399,189.66
8,1619,2036,445.52
3,390,2373,83.98
7,4543,1351,158.09
5,4488,2403,239.55
1,4220,587,164.07
7,2655,2078,87.95
2,764,2425,160.2
7,1662,2152,342.19
3,2509,2373,202.84
5,4525,2402,261.77
2,169,2425,273.96
6,3220,2542,75.46
4,3423,2399,124.79
6,4932,731,220.84
7,161,2822,32.21
6,2315,2152,9.96
9,4527,1681,437.72
9,975,1656,255.77
5,4902,2402,6.53
8,1310,454,431.12
4,2635,2398,249.37
3,2591,2373,443.99
5,1971,2402,138.34
7,665,43,105.81
2,4067,2425,314.88
1,1657,589,66.4
3,4651,2373,92.9
8,1283,1421,152.74
8,2732,188,268.57
5,3516,2401,349.48
2,1062,2424,120.49
6,4206,467,144.39
2,4247,2424,60.95
10,4472,1763,57.19
8,636,137,364.21
1,1638,590,90.53
4,3635,2397,275.37
9,412,1215,487.47
10,379,581,387.64
4,4046,2396,224.12
1,3507,592,204.57
5,2770,2400,433.55
3,1149,2371,452.56
10,2328,1087,447.98
4,456,2395,500.76
3,3812,2371,424.92
6,1478,2871,223.83
3,581,2371,169.42
4,1481,2395,59.09
10,2238,1030,454.66
3,4952,2370,67.28
10,1551,2327,500.93
7,2375,220,184.96
7,2487,373,288.13
9,1733,806,144.69
6,2968,566,220.85
5,3057,2398,55.98
5,4349,2398,356.42
8,1369,1591,57.44
9,4466,1819,224.93
1,1545,593,453.32
5,481,2398,178.01
5,1413,2398,475.38
6,2875,704,268.05
4,207,2395,258.92
9,2987,1003,375.02
8,834,1653,242.42
7,7,2805,181.77
9,946,2475,301.96
3,839,2370,147.53
7,753,2788,98.29
9,535,2169,170.7
4,4243,2394,424.73
4,551,2394,377.72
2,2823,2424,134.12
3,4739,2370,232.64
4,1024,2393,120.64
8,32,2091,466.1
4,3435,2391,486.45
3,4228,2370,132.46
6,3919,315,157.63
5,3721,2397,45.8
7,3124,985,219.61
1,2372,594,271.58
9,2922,1393,318.38
9,473,2572,503.94
8,2226,1533,371.43
6,578,2709,316.43
6,3259,1430,18.01
1,16,595,101.44
2,2651,2423,126.75
8,2773,137,106.65
2,4851,2422,7.26
6,3361,380,275.96
8,173,1010,267.63
9,1031,2348,121.41
8,1545,212,273.39
4,4877,2391,148.7
4,3193,2390,488.92
7,998,2051,430.64
6,2294,1242,69.36
4,401,2390,48.6
2,3847,2422,245.36
3,683,2369,117.49
9,1968,1398,197.22
8,1560,2968,351.89
5,435,2396,239.32
9,784,1244,437.72
3,302,2369,358.24
3,4801,2368,252.5
8,4208,2773,190.4
5,3746,2396,126.74
4,4385,2389,123.91
3,37,2368,320.82
2,4618,2421,317.65
3,3348,2368,249.66
6,1040,2029,155.2
10,3616,632,140.55
3,3884,2367,70.06
5,777,2396,124.99
5,220,2395,322.97
8,665,1595,460.91
3,417,2367,367.72
6,2678,439,470.47
2,4481,2421,36.68
7,2287,1096,461.37
1,959,596,15.91
5,1475,2395,293.05
3,3825,2366,404.35
6,338,1003,229.92
7,4357,1750,321.73
8,1770,2527,206.04
4,4545,2389,423.79
7,1519,759,403.69
8,87,2156,178.88
5,331,2395,271.59
3,1023,2362,482.83
6,1710,778,187.11
3,423,2362,500.01
2,979,2420,32.39
9,3775,12,15.32
10,3573,1216,467.6
7,51,2962,322.34
2,4531,2419,321.2
2,4348,2418,249.04
10,4411,2369,282.49
8,708,2740,59.77
4,2065,2388,123.01
5,170,2392,373.45
10,1678,968,362.47
2,2814,2417,391.21
6,1084,1255,248.18
8,4217,1430,457.97
3,715,2360,455.49
1,362,596,498.62
10,2681,70,46.38
2,1864,2415,212.14
3,3646,2360,210.81
8,1125,2760,48.47
8,1344,575,503.07
10,3217,785,252.57
1,3604,596,97.85
2,2920,2415,266.49
6,904,2060,110.66
10,3601,2343,154.62
2,3780,2414,293.85
6,4748,811,281.14
5,77,2391,181.44
7,3213,2225,420.38
9,1905,805,172.17
3,986,2360,230.65
10,2641,2490,242.4
6,1361,2281,337.88
2,4090,2414,320.41
8,3012,1215,88.9
5,3362,2391,28.71
4,1272,2387,31.21
3,3611,2360,308.8
5,4679,2391,40.6
5,1966,2391,97.23
9,1080,2672,32.16
4,2464,2387,86.37
10,882,2981,69.43
4,3029,2387,381.15
3,3556,2359,297.61
8,3368,1800,173.24
10,2842,2076,19.27
7,4855,609,226.64
2,404,2413,300.46
9,3726,2398,198.36
9,3723,485,396.59
5,2812,2390,410.44
10,4297,2257,210.94
8,4318,222,55.22
4,1683,2386,162.83
2,3239,2412,487.32
4,4467,2385,387.05
2,4943,2408,294.57
8,239,397,126.8
3,4884,2359,54.59
7,4206,1834,22.76
1,929,597,403.7
4,2942,2385,309.62
7,3473,2575,314
9,308,1354,321.66
3,4081,2358,484.5
1,4182,597,24.28
9,1539,617,163.4
6,3131,2630,456.16
2,3891,2407,93.7
5,550,2390,122.91
8,440,2351,484.2
9,3874,1146,300.62
3,2047,2358,443.51
7,52,313,498.3
2,3636,2407,54.21
2,3245,2407,143.64
9,2607,1159,207.83
5,459,2390,325.53
10,3368,165,373.27
1,3180,597,404.34
5,2209,2390,219.02
1,675,598,110.11
3,4467,2358,195.63
10,3776,1897,55.73
3,1742,2358,194.35
6,3234,2138,232.78
7,4308,1160,187.72
10,4432,2641,203.56
3,3094,2358,306.96
7,901,2807,434.36
8,4209,2946,149.8
7,1436,1197,82.11
5,3933,2388,206.6
10,4532,335,382.12
10,3068,1324,176.13
7,3209,2589,452.85
7,2512,2449,468.85
9,3330,366,337.15
9,844,755,51.15
7,1438,764,15.97
8,2103,905,161.81
4,1785,2385,284.07
7,4684,1346,389.34
8,4957,745,28.41
8,2709,2191,252.15
5,2551,2387,321.41
4,1798,2384,379.01
1,906,599,54.93
5,4002,2385,13.47
3,4969,2357,364.4
10,4939,73,71.85
3,1454,2357,196.2
6,4646,790,188.82
9,1545,1883,441.81
10,2322,1585,333.36
4,4576,2384,293.36
3,3890,2356,133.22
9,1624,2285,85.17
10,2709,2942,116.98
3,332,2355,315.06
1,4505,599,260.54
4,2656,2384,139.36
10,4272,608,289.01
5,4045,2385,339.87
1,427,599,79.56
4,3555,2378,283.32
4,5000,2378,87.32
9,4571,2260,255.71
6,4851,750,328.4
7,2723,2113,397
2,3931,2405,156.62
6,4957,175,467.43
8,3299,1899,474.49
1,3502,600,150.84
8,236,2117,372.24
9,4896,1513,203.61
7,367,962,252.87
6,1333,972,381.75
2,539,2404,235.2
7,1523,2261,89.03
10,1443,754,374.01
10,1656,485,314.88
3,3953,2354,149.32
4,1142,2378,274.78
1,2627,600,302.46
8,212,2420,277.18
8,1117,290,104.88
5,3091,2384,463.07
8,4833,2082,238.86
1,4077,601,314.78
3,3513,2354,186.21
3,4196,2353,125.03
1,4612,602,27.04
8,3454,772,417.71
3,4813,2353,330.5
5,495,2384,34.05
9,1175,26,333.44
7,397,1074,413.97
2,1835,2404,369.14
4,3600,2377,173.08
2,2521,2404,415.13
7,438,1374,215.35
2,2101,2402,78.31
1,2141,602,115.58
4,4596,2376,358.83
5,4576,2384,146.94
9,3512,1691,309
4,3440,2375,415.81
5,163,2384,361.11
7,1668,2392,503.21
2,25,2402,457.03
3,1327,2352,200.59
5,3122,2383,398.51
3,4143,2351,181.44
5,4174,2383,330
1,4422,603,316.86
8,1032,2305,436.56
4,1722,2374,53.61
6,4218,770,332.85
7,3605,1205,201.14
9,325,73,5.04
9,2906,1034,242.81
8,2615,1862,380.41
9,2620,646,105.35
6,3747,76,82.93
2,3378,2401,329.87
4,985,2374,499
7,4427,2351,19.54
7,3866,495,337.78
8,4212,2028,205.23
10,952,2111,138.07
8,2255,120,196.71
6,1190,2747,494.31
1,4252,604,180.69
10,3693,2903,308.27
2,627,2401,83.34
3,4638,2350,343.39
6,1224,2630,125.28
6,539,717,94.89
6,2792,2028,477.25
7,3154,1536,260.85
6,3605,1814,497.65
4,3681,2372,126.39
7,1837,292,162.88
10,4303,2179,109.06
8,3829,2781,145.79
1,3387,604,402.55
1,1616,605,151.81
5,32,2382,249.39
7,2091,2183,186.51
3,177,2349,406.11
8,2554,2028,167.39
1,3544,607,153.49
3,669,2348,408.16
3,1875,2348,292.79
3,565,2347,197.78
4,2267,2371,249.34
7,2886,2104,404.24
7,2379,241,35.81
8,738,1305,376.51
9,2005,1313,468.9
8,1090,2321,130.53
8,1419,331,377.76
5,2460,2381,110.34
2,2859,2400,398.29
7,2307,2432,90.29
2,1471,2400,360.04
3,2381,2347,311.07
5,122,2381,233.6
6,4898,84,254.2
6,4473,2426,264.58
10,4204,1298,447.58
7,2652,2962,10.27
2,3673,2399,62.54
3,1272,2346,100.53
7,4088,1112,410.86
7,1990,1291,17.81
4,3902,2371,23.71
9,4117,2650,339.12
2,4265,2399,414.65
8,4009,434,273.82
1,3461,609,429.47
3,4286,2344,154.36
5,1384,2380,110.42
5,4837,2380,268.33
4,3708,2370,415.1
3,3747,2344,70.22
10,1241,1849,447.19
7,2380,1541,279.7
2,1041,2398,207.33
10,2237,465,53.13
10,4448,1912,418.63
6,556,560,82.27
7,3220,752,220.47
7,4140,1679,384
6,941,621,48.66
6,1305,2069,377.06
10,2299,1766,19.89
5,4907,2380,245.59
2,1273,2398,160.55
9,4789,1045,153.81
7,2094,81,317.69
2,321,2397,307.82
2,218,2397,447.5
1,4513,609,233.29
1,2528,610,443.67
10,3302,1753,289.04
3,2454,2344,111.32
1,2644,610,92.63
2,1388,2396,102.54
1,2559,610,294.13
10,2420,898,456.07
1,2509,611,264.01
6,3101,1662,406.52
6,4763,19,103.46
6,1065,2180,151.39
9,959,2584,321.42
4,566,2370,470.37
6,3461,728,247.96
10,2531,98,55.81
7,1338,2382,46.4
2,2257,2395,55.58
3,394,2343,471.11
2,985,2395,430.45
7,477,651,197.68
2,908,2395,451.07
3,2991,2343,383.16
10,2862,267,402.05
9,2129,2353,21.1
10,4888,1667,265.63
1,1658,611,191.54
2,2874,2395,96.74
4,297,2369,345.25
1,3646,611,38.13
5,383,2380,47.13
9,2957,1692,434.65
9,4902,2462,6.08
6,4421,2625,357.46
10,2943,836,372.12
6,3655,1246,347.11
4,2896,2369,118.09
7,1645,190,283.57
7,3574,462,474.5
3,1147,2342,45.87
1,4023,611,441.84
1,3881,611,448.6
3,3939,2340,100.59
4,2858,2369,73.1
8,8,122,397.33
6,3876,2476,87.89
2,2315,2394,500.27
10,2972,1398,128.7
5,1917,2379,484.37
6,1248,194,185.46
3,3552,2339,187.5
10,1978,104,9.16
9,3413,2947,25.78
7,1141,1313,255.21
10,2430,2970,16.34
2,690,2394,22.44
9,2251,398,68.98
5,2369,2379,194.89
5,876,2379,29.87
7,1727,1466,492.76
3,3678,2339,477.69
5,1431,2378,356.88
10,3870,28,400.34
3,4584,2338,93.45
10,3008,733,314.64
3,3951,2338,346.66
7,547,441,471.06
6,4349,2230,366.34
6,881,891,405.54
6,3866,1861,44.01
9,4917,2871,333.07
6,1877,1847,464.88
10,2416,2054,69.1
8,4795,2084,504.01
4,4567,2368,150.37
1,2623,611,369.64
4,2712,2367,306.44
7,1335,2084,361.27
1,1784,613,71.71
9,4510,2648,317.07
2,3586,2393,479.69
3,4270,2337,64.16
10,3293,2672,306.04
3,1776,2334,467.89
5,2317,2378,477.43
5,3098,2377,261.02
4,3750,2366,111.04
4,4875,2366,229.38
1,4024,613,47.31
7,3793,2064,194.48
4,1173,2365,102.97
1,293,615,64.45
8,2019,1884,407.01
6,1351,559,43.68
2,4036,2393,270.77
5,3508,2377,199.06
6,4129,531,151.5
10,3046,398,502.36
9,1570,813,270.94
7,2152,271,106.28
6,1265,1891,92.75
10,3502,2159,333.47
3,647,2334,112.35
3,4851,2334,206.5
6,1602,2499,185.94
1,1177,615,344.81
5,114,2377,70.81
2,4046,2393,263.96
3,1345,2333,494.47
2,2447,2392,189.36
1,2829,617,138.55
9,4212,2662,283.06
9,2792,2899,210.53
8,4643,129,154.9
7,61,851,342.71
4,4466,2365,268.86
3,3313,2333,185.74
6,2291,1854,113.12
4,1367,2364,224.14
3,4875,2332,101.75
2,3261,2392,66.65
1,4645,618,233.18
9,2836,1017,343.95
8,688,2446,325.56
7,630,1482,235.37
7,3561,224,269.43
2,703,2392,470
4,4974,2363,331.36
5,12,2377,260.56
1,2138,618,279.34
8,4532,1135,98.12
2,3468,2392,202.65
9,4029,2011,271.63
3,3740,2332,253.66
10,1222,2670,449.82
8,3607,2793,10.95
9,3097,2957,227.81
4,1216,2363,106.13
10,3406,1260,62.79
2,959,2390,19.08
5,4886,2377,178.72
6,321,504,32.54
5,1128,2375,95.25
9,4770,837,393.7
1,3154,619,145.02
10,891,2840,286.48
1,2146,619,267.41
5,1651,2375,10.56
8,2396,1443,260.23
3,2699,2331,137.49
4,111,2360,107.34
9,934,1205,52.92
4,3656,2359,402.21
9,1332,1028,64.79
10,2370,1669,426.88
2,4907,2389,353.55
3,4107,2330,156.77
6,4275,2333,231.23
7,1151,1737,448.9
3,1901,2329,403.95
7,2328,242,187.59
10,3079,1737,259.38
1,842,620,133.79
2,2196,2389,135.83
5,1113,2375,142.19
5,1369,2373,425.32
3,2482,2327,452.2
7,608,230,150.04
10,4400,707,416.32
3,603,2326,19.36
7,2492,876,135.96
5,1511,2373,173.35
3,2987,2326,266.3
4,3064,2359,340.27
9,4085,1356,421.72
5,3660,2373,134.53
3,251,2326,9.56
10,3803,810,256.15
6,1984,2886,405.04
2,1058,2388,496.26
6,1191,1920,331.08
9,2554,1193,498.46
3,3378,2326,63.98
1,1394,620,357.7
7,4104,147,317.31
3,1236,2324,234.47
2,988,2388,451.05
8,1562,2330,500.53
5,3311,2373,323.84
6,4739,349,409.75
8,4807,495,484.36
1,550,621,474.28
3,4802,2324,484.99
6,2275,1252,382.33
6,2837,1686,60.48
6,798,97,115.59
3,3349,2323,229.69
7,2368,1146,112.47
9,652,2868,436.63
4,2590,2357,332.22
10,264,814,244.6
8,3014,2253,17.46
10,2114,2694,12.94
8,296,826,39.94
6,2167,2534,318.36
4,2473,2357,255.4
7,3110,2258,259.65
2,3110,2387,61.79
7,2154,2449,396.51
3,4997,2322,379.57
7,2374,1044,78.03
1,1587,621,347.33
7,2520,195,248.33
3,4917,2321,375.3
8,1285,2851,236.07
4,1423,2355,308.32
9,58,1586,341.96
7,2476,1713,472.24
10,1380,109,285
2,2617,2387,64.83
8,3136,2808,253.48
8,268,2152,395.75
9,2700,2382,79.02
4,390,2353,255.88
9,2938,1578,472.43
9,1598,466,198.82
6,1900,901,374.6
10,1574,2150,414.54
2,4169,2385,373.65
1,2050,621,320.98
2,901,2384,485.45
1,1104,625,304.22
8,3200,734,498.46
10,448,2914,62.93
4,194,2353,414.5
8,3765,2988,445.48
6,4317,2801,114.71
2,4026,2384,191.72
4,4178,2352,11.23
2,2982,2383,98.88
3,2487,2320,25.47
4,2894,2352,475.77
7,1805,2802,32.82
2,3091,2382,172.9
5,3024,2373,189.39
8,4535,1205,476.26
10,1698,2146,239.58
9,2327,1086,54.51
5,259,2372,500.96
3,4445,2320,433.86
1,2315,626,125.64
2,101,2382,73.06
9,2610,791,61.55
2,3728,2382,496.16
6,1628,1631,330.25
9,1529,2677,204.45
8,2057,2076,215.31
8,603,789,426.66
1,4412,626,474.39
10,4871,2145,481.02
5,382,2372,62.14
4,4295,2351,499.07
9,4335,392,230.91
4,259,2351,398.05
1,3531,627,497.55
6,513,2295,64.38
2,717,2381,478.77
9,2048,2651,270.08
8,4664,508,279.21
2,1848,2381,192.04
7,4264,2703,189.58
7,4620,1953,285.79
4,462,2350,483.69
10,1833,1584,252.4
3,2921,2319,74.48
4,2382,2349,33.21
3,4912,2319,96.16
2,2579,2380,408.89
10,4967,170,485.69
10,653,585,181.13
4,2369,2349,467.91
8,3332,848,450.44
7,3628,2270,61.93
6,1131,2194,490.04
10,3633,297,453.96
8,2810,555,53.53
6,2999,2273,419.69
4,1637,2348,471.85
3,4890,2319,176.36
2,880,2380,84.34
3,143,2319,369.7
6,2319,113,27.92
3,4720,2317,24.11
4,4359,2346,21.38
7,478,405,9.88
6,2546,2625,257.17
4,3517,2345,255.71
7,827,2610,302.75
5,4075,2371,332.32
8,3291,1897,419.9
8,1879,1250,462.24
4,4080,2344,468.86
9,4706,1359,176.48
6,3595,1210,221.81
3,2046,2316,349.73
5,4908,2371,361.8
5,2428,2370,11.79
7,3492,207,157.87
3,406,2316,194.22
4,3356,2344,185.1
7,4721,611,234.11
3,261,2315,254.03
10,3948,1928,213.54
6,1914,2648,215.11
6,1106,2322,341.82
1,1805,627,312.85
5,3388,2370,79.6
7,3134,2445,233.41
9,1424,2634,469.25
7,1951,1525,196.32
2,1902,2380,179.2
10,1399,514,188.55
10,621,103,149.67
10,785,593,231.29
7,943,2813,152.6
4,820,2343,132.69
9,4971,2707,312.71
6,594,2647,306.56
10,1400,1685,483.99
4,823,2343,188.4
